business_status,name,user_ratings_total,rating,vicinity,lat,lng,types,place_id,phone_number
OPERATIONAL,Bar Do Escadaréu,,,Brazil,-5.8265546,-35.2803835,"['bar', 'point_of_interest', 'establishment']",ChIJ3zz7qfJUsgcRmJ74YfddcEM,
OPERATIONAL,Barzinho da neide,4.0,5.0,"Rua Peixe Boi - Guarapes, Natal",-5.8416796,-35.2595724,"['bar', 'point_of_interest', 'establishment']",ChIJz9vg7UNVsgcRLI3Zch_BWBE,
OPERATIONAL,T&L Bar e Petiscaria,1.0,5.0,"Rua São Martins, 5 - Guarapes, Natal",-5.837578199999999,-35.2572361,"['bar', 'point_of_interest', 'establishment']",ChIJo6Prk1RVsgcR1nG4Ed-BD68,
OPERATIONAL,ESPETINHO DA TETEIA,1.0,5.0,"R. Itamarati, 34 - Planalto, Natal",-5.8395858,-35.2566422,"['bar', 'point_of_interest', 'establishment']",ChIJYcrcUM1VsgcR8s-PGqvhQ2E,
OPERATIONAL,Salão MM Beauty Hair,3.0,5.0,"Rua Luiz Maranhão, 30 - Guarapes, Natal",-5.8354162,-35.26303589999999,"['night_club', 'bar', 'point_of_interest', 'establishment']",ChIJ_5hUQEpVsgcRpY2eYl5od2s,
CLOSED_TEMPORARILY,Coleguinhas Bar,,,"Rua José Vicente - Guarapes, Natal",-5.8358855,-35.2643388,"['bar', 'point_of_interest', 'establishment']",ChIJ1WPEsvhUsgcR-a-dssYIces,
OPERATIONAL,Bom na Braza,,,Lagoa D'Anta,-5.8356865,-35.26463140000001,"['bar', 'point_of_interest', 'establishment']",ChIJR1uocJ5VsgcRF7zTSbAr_Sc,
CLOSED_TEMPORARILY,Opção Bar,,,"Rua Maranata, 159A - Planalto, Natal",-5.8457932,-35.2585282,"['bar', 'point_of_interest', 'establishment']",ChIJ_VcMqrJVsgcRvXYTHD-z9Lw,
CLOSED_TEMPORARILY,Conveniência Tô com Sede,,,"Av. João Hélio Alves da Rocha, 2000a - Planalto, Natal",-5.846782600000001,-35.2586033,"['bar', 'point_of_interest', 'establishment']",ChIJE9mnKftVsgcRJR13dyKlfZk,
OPERATIONAL,Buteco do André,,,"Rua Professor Coutinho - Planalto, Natal",-5.833053899999999,-35.265031,"['bar', 'point_of_interest', 'establishment']",ChIJZZZ-gQtVsgcRHulhocBnIY4,
OPERATIONAL,Sales Bar,,,"Rua Mira Mangue, 1763 - Planalto, Natal",-5.8459784,-35.25600840000001,"['bar', 'point_of_interest', 'establishment']",ChIJBWbl5vFVsgcRbJ-9pC1o_P8,
OPERATIONAL,Boteco do tubarão,8.0,4.8,"Avenida da Divisão, 60 - Cidade Nova, Natal",-5.831245399999999,-35.24450119999999,"['bar', 'point_of_interest', 'establishment']",ChIJkdYhFGtVsgcRrcaKkbq6rck,
OPERATIONAL,Cleide Silva esmalteria,1.0,5.0,"Avenida Nossa Senhora do Livramento - Felipe Camarão, Natal",-5.831313199999999,-35.2468511,"['night_club', 'bar', 'point_of_interest', 'establishment']",ChIJfTkmWQ1VsgcRpb6BVmUJs5M,
OPERATIONAL,Bar Do Bigode,,,"Rua Senador José Arimateia, 14 - Cidade Nova, Natal",-5.830128999999999,-35.2439738,"['bar', 'point_of_interest', 'establishment']",ChIJX7wkPw5VsgcRtCmxT73zkJs,
OPERATIONAL,Bodega do Júnior espetos,443.0,4.4,"Rua Nossa Senhora do Rosário, 115 - Felipe Camarão, Natal",-5.8302044,-35.2472419,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJPYhYkA9VsgcR7scYfWXp758,
OPERATIONAL,Karoll Micropigmentação,1.0,5.0,"Rua Santa Maria Madalena - Felipe Camarão, Natal",-5.829195,-35.2461549,"['night_club', 'bar', 'point_of_interest', 'establishment']",ChIJ2d0gxcNVsgcRe3Cgf_8AyYE,
OPERATIONAL,Bar Do Djalma,21.0,4.7,"Rua Pai Celestial, 878 - Felipe Camarão, Natal",-5.829071,-35.24574069999999,"['bar', 'point_of_interest', 'establishment']",ChIJUSf11w9VsgcRPPTB0r4PpPc,
CLOSED_TEMPORARILY,Bar Do Braz,,,"Rua Pinheiro, 287 - Cidade Nova, Natal",-5.829175,-35.2440225,"['bar', 'point_of_interest', 'establishment']",ChIJI6KzIA5VsgcRX5g_uDvts9E,
OPERATIONAL,Bar do véio,9.0,4.6,"Rua Monte Calvo, 390 - Cidade Nova, Natal",-5.833911500000001,-35.2429077,"['bar', 'point_of_interest', 'establishment']",ChIJqZ9bsolVsgcRXYy_C-PXZyI,
OPERATIONAL,Bar de João Pintor,19.0,4.5,"Rua Primeiro de Maio, 380 - Cidade Nova, Natal",-5.833465299999999,-35.2425112,"['bar', 'point_of_interest', 'establishment']",ChIJQZm3qg5VsgcR05x14Hcio38,
CLOSED_TEMPORARILY,Pirrasuga Bar,1.0,5.0,"Rua Pinheiro, 244 - Cidade Nova, Natal",-5.8287893,-35.2441002,"['bar', 'point_of_interest', 'establishment']",ChIJp_KH2xFVsgcRkmpN9d3wpqY,
OPERATIONAL,Pirrasunga Ber,10.0,3.9,"Rua Pinheiro - Cidade Nova, Natal",-5.828761099999999,-35.2439835,"['bar', 'point_of_interest', 'establishment']",ChIJ7c-J2xFVsgcRHzLT5t0y1Gk,
OPERATIONAL,Espetinho Do Amigo,6.0,4.2,"Avenida Nossa Senhora do Livramento, 69 - Felipe Camarão, Natal",-5.829624099999999,-35.2486088,"['bar', 'point_of_interest', 'establishment']",ChIJS8KdRAVVsgcR2xk6iMCw2yU,
OPERATIONAL,Espetinho Mãe e filha,,,"Rua Sampaio Correia, 171 - Cidade Nova, Natal",-5.8280851,-35.2444605,"['bar', 'point_of_interest', 'establishment']",ChIJg5fAhnhVsgcRrK7GhS3jbPE,
OPERATIONAL,BARRACA EXPLOSÃO,2.0,5.0,"Rua Oeste, 169 - Cidade Nova, Natal",-5.828026599999999,-35.2444561,"['bar', 'point_of_interest', 'establishment']",ChIJF-7LYi1VsgcRrYyu7oFysPk,
OPERATIONAL,DARIS BAR,2.0,4.0,Brazil,-5.8358479,-35.2463987,"['bar', 'point_of_interest', 'establishment']",ChIJ8w4GXghVsgcR-Y3je8tFDzE,
CLOSED_TEMPORARILY,Espetinho Do Ary,,,"Rua Santa Helena, 700 - Felipe Camarão, Natal",-5.8277517,-35.24606139999999,"['bar', 'point_of_interest', 'establishment']",ChIJJ-EoRxBVsgcRuNGsIwTpvWY,
OPERATIONAL,Bar Do Assis&Sucata,13.0,3.5,"Travessa Santa Isabel, 152 - Felipe Camarão, Natal",-5.8361193,-35.245747,"['bar', 'point_of_interest', 'establishment']",ChIJQ7cKUAhVsgcRwv2kvm2R3ZI,
OPERATIONAL,Bar da Meiris,,,"Rua Santa Helena, 685 - Felipe Camarão, Natal",-5.827535000000002,-35.24606459999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJG-dKgBJVsgcRxYkUCPLWW-Y,
CLOSED_TEMPORARILY,Bar Do Josivan Conveniência,,,"Travessa Todos Os Santos, 384 - Felipe Camarão, Natal",-5.833155800000001,-35.2499504,"['bar', 'point_of_interest', 'establishment']",ChIJt3cQeAZVsgcRb-IubWaJJdA,
CLOSED_TEMPORARILY,Retrô beer,,,"Rua São Nicolau, 99 - Felipe Camarão, Natal",-5.8277455,-35.2477724,"['bar', 'point_of_interest', 'establishment']",ChIJA3efapZVsgcRLM4up2sx92c,
CLOSED_TEMPORARILY,Ninu'S Bar,,,"Rua Padre Cícero, 366 - Felipe Camarão, Natal",-5.8325356,-35.2505554,"['bar', 'point_of_interest', 'establishment']",ChIJP8BUzQVVsgcR8f7u5Dvjlwc,
OPERATIONAL,Eskina Beer,,,"Rua Bela Vista, 50 - Cidade Nova, Natal",-5.8371994,-35.2440422,"['bar', 'point_of_interest', 'establishment']",ChIJN_AKxAlVsgcRRs4h8ZPE9d4,
OPERATIONAL,Cantinho do Zé,,,"Rua Cortez Pereira, 316a - Cidade Nova, Natal",-5.834417900000001,-35.2404598,"['bar', 'point_of_interest', 'establishment']",ChIJHe9xAlxVsgcRQ2fvPg0y-Zg,
OPERATIONAL,Bar Do Bigode,8.0,3.5,"Rua Oeste - Cidade Nova, Natal",-5.8376215,-35.2455752,"['bar', 'point_of_interest', 'establishment']",ChIJCZknKQhVsgcRYwAujkrx_oE,
CLOSED_TEMPORARILY,Ypióca Bar Da Edilma,,,"Rua Santa Cristina, 620 - Felipe Camarão, Natal",-5.827744899999999,-35.24950159999999,"['bar', 'point_of_interest', 'establishment']",ChIJyzWEwRpVsgcRixTshurJf54,
CLOSED_TEMPORARILY,Bar Point Dos Amigos,,,"Rua do Batalhão - Felipe Camarão, Natal",-5.831197800000001,-35.2516078,"['bar', 'point_of_interest', 'establishment']",ChIJvWyr5_JVsgcRxLkAFOb-ueI,
OPERATIONAL,"Tv. Santa isabel, 69 - Felipe camarão Natal-RN",2.0,5.0,"Travessa Santa Isabel, 63 - Felipe Camarão, Natal",-5.834366900000001,-35.251313,"['bar', 'point_of_interest', 'establishment']",ChIJUSr0Na9VsgcRFEjGXOmhGME,
OPERATIONAL,Adailton Bar,,,"Travessa Santa Maria Gorete, 46 - Felipe Camarão, Natal",-5.8259593,-35.2477221,"['bar', 'point_of_interest', 'establishment']",ChIJeT2gnRBVsgcRZd4ABBBKgxU,
CLOSED_TEMPORARILY,Milena Makeup,1.0,5.0,"Rua São Miguel, 90 - Cidade da Esperança, Natal",-5.8379749,-35.2423888,"['bar', 'night_club', 'point_of_interest', 'establishment']",ChIJHRpODeJVsgcRO0KhKDTyaOI,
CLOSED_TEMPORARILY,Espetinho do Nildo,,,"Felipe Camarão, Natal",-5.827755499999999,-35.25096479999999,"['bar', 'point_of_interest', 'establishment']",ChIJkZ6XVxBVsgcRwQQ2wi60OaY,
OPERATIONAL,Bar Suvaco da Cobra,21.0,3.5,"Rua Buenos Aires, 3892 - Felipe Camarão, Natal",-5.8247576,-35.2440179,"['bar', 'point_of_interest', 'establishment']",ChIJhzP92RZVsgcRlQEZHC0_gwA,
OPERATIONAL,Jamba Clube,144.0,4.7,"Avenida Ceará - Cidade da Esperança, Natal",-5.8264986,-35.2404625,"['bar', 'point_of_interest', 'establishment']",ChIJwYyyuxNVsgcR0dbZ7FtZfKQ,
CLOSED_TEMPORARILY,Java Club - NargDrink,,,"Avenida Ceará, 57 - Cidade da Esperança, Natal",-5.8264734,-35.2404777,"['bar', 'point_of_interest', 'establishment']",ChIJG6rAnYlVsgcRjQifUgA9rUc,
CLOSED_TEMPORARILY,Boteco Vale Night Natal,1.0,5.0,"Rua Santa Clara - Felipe Camarão, Natal",-5.8242166,-35.2483352,"['bar', 'point_of_interest', 'establishment']",ChIJS8rNZFdVsgcRTAqZKL6SKpM,
OPERATIONAL,Cigarreira Do Camaleão,1.0,2.0,Brazil,-5.8274158,-35.238446,"['bar', 'point_of_interest', 'establishment']",ChIJhSG94RJVsgcR9nn0lWVn3QU,
OPERATIONAL,Bar Cobrinha,4.0,5.0,"Cidade Nova, Natal",-5.835632800000001,-35.2337488,"['bar', 'point_of_interest', 'establishment']",ChIJA4FE285VsgcRGOMNXb4iwEo,
OPERATIONAL,Conveniência LF,6.0,4.7,"Travessa Brasila, 432 - Cidade da Esperança, Natal",-5.8321357,-35.23305140000001,"['bar', 'point_of_interest', 'establishment']",ChIJ-TXm8RBVsgcR4NzSGyHgPj0,
OPERATIONAL,Eletromusicpub estúdio,109.0,4.4,"Avenida Prudente de Morais, 5823 - Candelária, Natal",-5.8321204,-35.21747690000001,"['electronics_store', 'bar', 'home_goods_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJoWjcH31VsgcR0gCeLOs49M0,
OPERATIONAL,Show Bar,136.0,4.4,"Esquina com R. da Columbita, R. Cap-mor. Gouveia, S/N - Lagoa Nova",-5.830055299999999,-35.2092488,"['bar', 'point_of_interest', 'establishment']",ChIJP6N8y4j_sgcReKSPc84SbDU,
OPERATIONAL,Art & Bar Coquetéis,6.0,4.3,"Rua Jaguarari, 2631 - Candelária, Natal",-5.8301725,-35.22228210000001,"['bar', 'point_of_interest', 'establishment']",ChIJndwB7mRVsgcR7Lk3k7gn_Lg,
OPERATIONAL,Bar do Val,1078.0,4.4,"Rua Domingos Amado, 3465 - Candelária, Natal",-5.8372874,-35.2211909,"['bar', 'point_of_interest', 'establishment']",ChIJ-4UXJ3lVsgcRb_HNDrCV7f4,
OPERATIONAL,Zumbi Bar e Restaurante,9828.0,4.4,"Rua Zumbí, 1892 - Candelária, Natal",-5.838819,-35.219835,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJdQriSH9VsgcRVdc47XRz1Vo,
OPERATIONAL,Barts Music Bar,3.0,5.0,"Avenida Prudente de Morais, 2089 - Candelária, Natal",-5.8323009,-35.2174657,"['bar', 'point_of_interest', 'establishment']",ChIJb8wC3ThVsgcRKkq-qFN_ccE,
CLOSED_TEMPORARILY,Charque Potiguar Restaurante Natal,51.0,4.6,"Rua Paulo Lira, 2176 - Candelária, Natal",-5.8345087,-35.2146122,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJ603OJnpVsgcRI6LH4AMjPaQ,
OPERATIONAL,Studio+Bella🪷,4.0,5.0,"Avenida Prudente de Morais, 6007 - Candelária, Natal",-5.8340352,-35.2180881,"['night_club', 'bar', 'spa', 'hair_care', 'beauty_salon', 'store', 'point_of_interest', 'establishment']",ChIJaSbyzIpVsgcRGKG54aVnCg8,
OPERATIONAL,On Pub,,,"Rua Deputado Clóvıs Motta, 3070 - Lagoa Nova, Natal",-5.82982,-35.2182567,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJwQrBDQhVsgcR4p4tsIYJXVM,
OPERATIONAL,Tacho D'Lu,17.0,4.8,"Rua Frei Henrique de Coimbra, 3293 - Candelária, Natal",-5.8352904,-35.2162821,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJBeWJcoNVsgcR0FX8XQeMM44,
OPERATIONAL,Grocery Aunt Lila,215.0,4.6,"Avenida Senador Salgado Filho, 3006 - Candelária, Natal",-5.834136,-35.2127543,"['grocery_or_supermarket', 'bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJZVLfGof_sgcRPvJVFTKCLFQ,
OPERATIONAL,Belch bar,59.0,4.5,"Rua Manoel de Abreu, 1828 - Candelária, Natal",-5.832229999999999,-35.2190648,"['bar', 'point_of_interest', 'establishment']",ChIJB5xhtI9VsgcRE1plqcd2_HY,
CLOSED_TEMPORARILY,Petiscaria do Xaxá,1.0,5.0,"Rua Ministro Macedo Soares, 1975 - Lagoa Nova, Natal",-5.831757,-35.2116946,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ82vI_57_sgcRTnm3obF-SUY,
OPERATIONAL,Boteco Da Praça,5.0,4.6,"Avenida Senador Salgado Filho - Candelária, Natal",-5.8324215,-35.2116218,"['bar', 'point_of_interest', 'establishment']",ChIJRX24NYb_sgcRUWubfJZxIaM,
OPERATIONAL,388 Steak Bar,168.0,4.8,"Rua Deputado Clóvıs Motta, 1947 - Lagoa Nova, Natal",-5.8290552,-35.2181052,"['bar', 'point_of_interest', 'establishment']",ChIJ8cGl05NVsgcRV1QXqFWA5yI,
OPERATIONAL,Studio Michelle Praxedes,22.0,4.9,"Rua da Granada, 7 - Lagoa Nova, Natal",-5.8316525,-35.211305,"['night_club', 'bar', 'beauty_salon', 'point_of_interest', 'establishment']",ChIJkwSmtfr_sgcRaUx-eWHtdcE,
OPERATIONAL,BOTECO DA PRAÇA,10.0,4.8,"Rua do Amianto, B4 - Lagoa Nova, Natal",-5.8310792,-35.2110021,"['bar', 'point_of_interest', 'establishment']",ChIJ8wQDsxr_sgcRy7xpeEzpVIw,
OPERATIONAL,Bar do Edson,55.0,4.6,"Rua da Esmeralda, 49 - Lagoa Nova, Natal",-5.8306334,-35.2110225,"['bar', 'point_of_interest', 'establishment']",ChIJ-3hrlIj_sgcRRsL4id2u-k8,
OPERATIONAL,Bar do Sid,46.0,3.9,"Rua Santa Efigênia - Candelária, Natal",-5.833185200000001,-35.2200532,"['bar', 'point_of_interest', 'establishment']",ChIJw-5bfnxVsgcRI1r8MsZ_oA8,
OPERATIONAL,Cabeça do Bode,149.0,4.5,"Rua Marquês de Pombal, 1908 - Candelária, Natal",-5.835862199999999,-35.21838090000001,"['bar', 'point_of_interest', 'establishment']",ChIJjYvPmn5VsgcRAjcR981sfYw,
CLOSED_TEMPORARILY,Bar do Coller,,,"Rua Lafayete Lamartine - Candelária, Natal",-5.836510500000001,-35.2136337,"['bar', 'point_of_interest', 'establishment']",ChIJq9xNFZb_sgcRbBj1PksqecE,
OPERATIONAL,Cigarreira do Góes,24.0,4.0,"B, Rua da Esmeralda, 58 - Lagoa Nova, Natal",-5.830947399999999,-35.2102712,"['bar', 'point_of_interest', 'establishment']",ChIJ2R2zu4j_sgcRsJ4bKFK0Xig,
OPERATIONAL,Meu Buteco,173.0,4.2,"Avenida Prudente de Morais, 6264 - Candelária, Natal",-5.83591,-35.21927120000001,"['bar', 'point_of_interest', 'establishment']",ChIJe6eq5wtVsgcRAeuNWmj1FP8,
OPERATIONAL,CasaNova Ecobar,2461.0,4.2,"Avenida Senador Salgado Filho, 3526 - Candelária, Natal",-5.836695000000001,-35.21216499999999,"['bar', 'night_club', 'point_of_interest', 'establishment']",ChIJDaBp34D_sgcROwVH-B6xkWU,
OPERATIONAL,Bar da Fava - Lagoa Nova,87.0,4.4,"Rua Doutor Paulo Pinto de Abreu, 335 - Lagoa Nova, Natal",-5.827588699999999,-35.2195789,"['bar', 'point_of_interest', 'establishment']",ChIJp5PEy_RVsgcRIT3nm30Rb6I,
OPERATIONAL,Camarote do Sheik,,,"Rua da Columbita, 39 - Lagoa Nova, Natal",-5.830392899999999,-35.2094067,"['bar', 'point_of_interest', 'establishment']",ChIJl5nmTF__sgcRYxba5Gm1slA,
OPERATIONAL,Me Leve Bar,39.0,4.7,"Rua Raposo Câmara, 3438 - Candelária, Natal",-5.837684699999999,-35.2182711,"['bar', 'point_of_interest', 'establishment']",ChIJzY209OVVsgcRvlKO6A6bkAg,
OPERATIONAL,Cervejaria Rapsódia,9.0,5.0,"Rua Milton Santos, 1919 - Lagoa Nova, Natal",-5.8341264,-35.2093087,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJq6r6KYT_sgcRlsqM8sXw1GM,
CLOSED_TEMPORARILY,Cigarreira Do Moab,,,"Rua da Esmeralda - Lagoa Nova, Natal",-5.8312273,-35.2089471,"['bar', 'point_of_interest', 'establishment']",ChIJxdNxUY__sgcRLKROm-FUgMo,
OPERATIONAL,Batatas Carioca Bar e Petiscaria,1.0,4.0,"Rua Domingos Amado, 3410 - Candelária, Natal",-5.835772,-35.2208942,"['bar', 'point_of_interest', 'establishment']",ChIJ5QOedV5VsgcRjoC3QZPH1g8,
OPERATIONAL,Ducheff Bar e Petiscaria,8.0,4.1,"Rua Domingos Amado, 3410 - Candelária, Natal",-5.835772,-35.2208942,"['bar', 'point_of_interest', 'establishment']",ChIJadR9qvlVsgcRw4o7h8gonUA,
OPERATIONAL,Toca do Élle @tocadoelle,4.0,5.0,"Rua Domingos Amado, 3410 - Candelária, Natal",-5.8357671,-35.2209214,"['bar', 'point_of_interest', 'establishment']",ChIJwcwanVv_sgcRJ23gUBOqLaw,
OPERATIONAL,JuaH Gastrobar,301.0,4.2,"Rua Ataulfo Alves, 1919 - Candelária, Natal",-5.8382717,-35.2129365,"['bar', 'point_of_interest', 'establishment']",ChIJpxV-T7H_sgcRtbtN5QnQoo8,
OPERATIONAL,Clandestina Beer Pub,94.0,4.8,"Rua Carlos Serrano, 16 - Lagoa Nova, Natal",-5.8333559,-35.208729,"['bar', 'point_of_interest', 'establishment']",ChIJ_y-IHg__sgcR4i1g1o3jCjA,
OPERATIONAL,Zé Botequim - Bar e Restaurante,,,"Rua Ataulfo Alves - Candelária, Natal",-5.8384564,-35.2133583,"['bar', 'point_of_interest', 'establishment']",ChIJT46k9fT_sgcRUL2IwGjEFwQ,
OPERATIONAL,Lena Espetos,474.0,4.4,"Rua da Esmeralda, 25 - Lagoa Nova, Natal",-5.8313549,-35.20851279999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJzbAsWY__sgcRJjkVIg5HhSU,
CLOSED_TEMPORARILY,Raimundo's Pub,512.0,4.6,"Rua Clara de Castro, 3455 - Candelária, Natal",-5.8387806,-35.2166929,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJS4ZGh8hVsgcRUb5nFGP3oMo,
OPERATIONAL,Espetinho Do Pezão,56.0,4.5,"Rua Carlos Chagas, 3453 - Candelária, Natal",-5.8389498,-35.2161933,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJKzOCC7lVsgcR-6lvBnWH3Ww,
OPERATIONAL,Só Sucesso Bar e Restaurante,15.0,4.9,"Rua Bento Gonçalves, 3444 - Candelária, Natal",-5.839011,-35.216502,"['bar', 'point_of_interest', 'establishment']",ChIJySHMlX9VsgcRgRrFutB8cjw,
CLOSED_TEMPORARILY,AERO FOOD - PIZZARIA E PETISCOS,10.0,4.4,"Rua da Platina, 400 - Lagoa Nova, Natal",-5.828711999999999,-35.208944,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJw4qp9lxXsgcR7ZHKv_nKNIo,
OPERATIONAL,Babylon Growler Station,26.0,4.9,"Rua do Ouro, 120 - Lagoa Nova, Natal",-5.8317481,-35.207964,"['bar', 'point_of_interest', 'establishment']",ChIJC4RP6BX_sgcR0z_sUHegcMA,
OPERATIONAL,Cigarreira do Abel,6.0,4.8,"Rua Grossos, 154-118 - Lagoa Nova, Natal",-5.8250495,-35.21865090000001,"['bar', 'point_of_interest', 'establishment']",ChIJiWxyBRJVsgcR_yibkq8oqcg,
OPERATIONAL,Bate Papo Bar,32.0,4.6,"Rua do Xisto, 415 - Lagoa Nova, Natal",-5.829042299999999,-35.2084373,"['bar', 'point_of_interest', 'establishment']",ChIJKUZn247_sgcRBZ50-h82-wM,
OPERATIONAL,Petiscaria,,,"Rua Acari, 31 - Lagoa Nova, Natal",-5.824924799999999,-35.2184745,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJoVZA3pNVsgcRIbgv1fNjQys,
OPERATIONAL,Espetinho do Braga,200.0,4.5,"Rua Grossos, 17 - Lagoa Nova, Natal",-5.8247518,-35.219006,"['bar', 'point_of_interest', 'establishment']",ChIJISO9HmFVsgcRlHg143gf1XM,
OPERATIONAL,Restaurante Pau Brasil,1531.0,4.5,"Rua Zumbí, 1900 - Candelária, Natal",-5.8389051,-35.2196624,"['restaurant', 'meal_delivery', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJp-sjPENVsgcRH4LPmRirmYs,
OPERATIONAL,Boteco do Carlão,5.0,4.8,"Rua Marechal Rondon - Candelária, Natal",-5.8400741,-35.2168218,"['bar', 'point_of_interest', 'establishment']",ChIJwxOcpuxVsgcR9pwFKFtcQk0,
OPERATIONAL,the Galician Bar,7.0,4.6,"Rua das Violetas, 675 - Capim Macio, Natal",-5.841475200000001,-35.2045523,"['bar', 'point_of_interest', 'establishment']",ChIJRZnuMXj_sgcRUjMmC8SNU0M,
OPERATIONAL,Mother’s Bar,520.0,4.4,"Avenida Santos Dumont, 503 - Capim Macio, Natal",-5.841460599999999,-35.2045643,"['bar', 'point_of_interest', 'establishment']",ChIJm6aCEHj_sgcRVtnfw231jac,
OPERATIONAL,Bar do Thomas,955.0,4.3,"Avenida das Tulípas, 169 - Capim Macio, Natal",-5.8436495,-35.20365230000001,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJOR4Menf_sgcRGGw6shgsCyE,
CLOSED_TEMPORARILY,Universibar,,,"Avenida Passeio dos Girassóis, 693 - Lagoa Nova, Natal",-5.842062,-35.2036798,"['bar', 'point_of_interest', 'establishment']",ChIJ7SwAfZP_sgcR8Oj5FJ6DZcM,
OPERATIONAL,Bar Universitário Filho da Mãe,145.0,4.4,"Avenida Santos Dumont, 481 - Capim Macio, Natal",-5.841942500000001,-35.2054294,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJ6YcHQXj_sgcRCcHxSza-M04,
OPERATIONAL,Cine Dig Bar,,,"Avenida Gustavo Guedes, 1749 - Capim Macio, Natal",-5.845005899999999,-35.1993098,"['bar', 'point_of_interest', 'establishment']",ChIJ5YuHJRr_sgcRB-8GwQK7-cQ,
OPERATIONAL,Bar da Cueca Grill,5.0,4.2,"Avenida Odilon Gomes de Lima - Capim Macio, Natal",-5.8447429,-35.1968443,"['bar', 'point_of_interest', 'establishment']",ChIJF6ShLZb_sgcRiKEPj_nYqnk,
OPERATIONAL,Comercial Santo Antonio,19.0,3.9,"Rua Indomar - Felipe Camarão, Natal",-5.8248799,-35.25851459999999,"['bar', 'point_of_interest', 'establishment']",ChIJUySN5wJVsgcR1aEwrjnQf6I,
OPERATIONAL,Bar e Espetinho do Doca,161.0,4.4,"-821, Rua Indomar, 765 - Guarapés, Natal",-5.825513,-35.25817279999999,"['bar', 'point_of_interest', 'establishment']",ChIJJfrbhB1VsgcRxsRUpvYjsyY,
OPERATIONAL,Miapika,,,"Tv. Tenerife, 288 - Felipe Camarão, Natal",-5.825042,-35.26034,"['bar', 'point_of_interest', 'establishment']",ChIJcQGVklpVsgcRGSCZTw9hJbg,
CLOSED_TEMPORARILY,Boteco Vip Felipe Camarão,,,"Travessa Rainha Do Mar - Felipe Camarão, Natal",-5.823800500000001,-35.26086329999999,"['bar', 'point_of_interest', 'establishment']",ChIJMZ6FttlVsgcRvXwlzsuqaeI,
CLOSED_TEMPORARILY,Bom Gosto Bar,12.0,4.0,"-500, Rua Rainha do Mar, 444 - Guarapés",-5.825351599999999,-35.2604371,"['bar', 'point_of_interest', 'establishment']",ChIJCfLEXuJUsgcRnhSQSCskIdA,
OPERATIONAL,ESPETINHO DO GALEGO F C,109.0,4.5,"Rua Rainha do Mar - Felipe Camarão, Natal",-5.823434000000001,-35.26140559999999,"['bar', 'point_of_interest', 'establishment']",ChIJe3LTogpVsgcRzwgCbod2N0o,
OPERATIONAL,Nunes Bar,17.0,3.9,"Felipe Camarão, Natal",-5.823083899999999,-35.25938730000001,"['bar', 'point_of_interest', 'establishment']",ChIJLQD2QcBVsgcR74CAWRhhwR0,
OPERATIONAL,Waldenyce Medeiros Esmalteria,1.0,5.0,"lateral da do terminal da Conceição - Rua Rainha do Mar, 464 - Felipe Camarão, Natal",-5.826738199999999,-35.2609821,"['night_club', 'bar', 'point_of_interest', 'establishment']",ChIJX1DOqiVVsgcRXSi_CDnbMGI,
OPERATIONAL,BAR da FATIMA,,,"Rua Indomar - Guarapes, Natal",-5.8255839,-35.2583508,"['bar', 'point_of_interest', 'establishment']",ChIJOdlmhB1VsgcRLNY-gs-W4rs,
OPERATIONAL,Carlinhos BEER,,,"Rua Antônio Carolino, 112 - Felipe Camarão, Natal",-5.8239307,-35.2578126,"['bar', 'point_of_interest', 'establishment']",ChIJ3aXC4x1VsgcRl2e1xLgYpEU,
OPERATIONAL,Salão Ednaldo Cabelos,19.0,5.0,"Rua Mirassol - Felipe Camarão, Natal",-5.823833,-35.2633367,"['night_club', 'bar', 'point_of_interest', 'establishment']",ChIJ97LyzrBVsgcRYxplx5s6kzE,
OPERATIONAL,Pappudo's Bar,8.0,4.6,"Rua Indomar, 436 - Guarapes, Natal",-5.821160099999999,-35.2604873,"['bar', 'point_of_interest', 'establishment']",ChIJl2Mgp5dVsgcR2t0uGdnhI6Y,
